,index,articles
101,101,https://www.foxbusiness.com/technology/alphabet-wing-drone-deliveries-coronavirus
102,102,https://www.foxbusiness.com/technology/intel-coronavirus-relief-50m-donation-vaccine
103,103,https://www.foxbusiness.com/technology/coronavirus-affirm-paper-money
104,104,https://www.foxbusiness.com/technology/coronavirus-working-from-home-hackers
105,105,https://www.foxbusiness.com/lifestyle/columbia-university-pace-university-students-tuition-housing
106,106,https://www.foxbusiness.com/lifestyle/university-michigan-legal-action-alleged-abuse
107,107,https://www.foxbusiness.com/lifestyle/columbia-university-coronavirus-stimulus-relief-money
108,108,https://www.foxbusiness.com/money/the-10-colleges-receiving-the-most-aid-from-the-cares-act
109,109,https://www.foxbusiness.com/money/5-uses-student-loans
110,110,https://www.foxbusiness.com/real-estate/what-you-can-get-for-1m-phoenix
111,111,https://www.foxbusiness.com/real-estate/new-home-sales-coronavirus-march
112,112,https://www.foxbusiness.com/real-estate/after-coronavirus-subsides-wealthy-hamptons-real-estate-market-poised-for-takeoff
113,113,https://www.foxbusiness.com/real-estate/coronavirus-causes-spike-in-march-mortgage-delinquency-rate-for-the-first-time-in-decades
114,114,https://www.foxbusiness.com/real-estate/virtual-auction-florida-home-listed-millions
115,115,https://www.foxbusiness.com/markets/hong-kong-protests-photos-from-the-front-lines-as-china-marks-its-70th-anniversary
116,116,https://www.foxbusiness.com/money/eric-trump-american-dream-alive-and-well
117,117,https://www.foxbusiness.com/money/judge-dismisses-high-tax-states-lawsuit-against-trump-tax-deduction-limits
118,118,https://www.foxbusiness.com/money/bernie-sanders-income-inequality-tax-plan-ceos
119,119,https://www.foxbusiness.com/money/rudy-giuliani-whistleblower-bribery-accusations-biden
120,120,https://www.foxbusiness.com/lifestyle/kanye-west-billionaire
121,121,https://www.foxbusiness.com/lifestyle/powerful-men-are-relying-on-botox-non-invasive-procedures
122,122,https://www.foxbusiness.com/sports/jerry-jones-nfl-draft-super-yacht
123,123,https://www.foxbusiness.com/markets/trump-apples-tim-cook-sees-v-shaped-recovery
124,124,https://www.foxbusiness.com/markets/citiadels-ken-griffin-makes-big-tesla-bet
125,125,https://www.foxbusiness.com/lifestyle/hotels-hit-hard-in-coronavirus-pandemic-losing-2b-in-weekly-wages
126,126,https://www.foxbusiness.com/lifestyle/subways-trump-coronavirus-new-york-city
127,127,https://www.foxbusiness.com/lifestyle/boeing-737-max-delay-coronavirus
128,128,https://www.foxbusiness.com/lifestyle/california-restaurants-to-get-public-money-for-healthy-meals
129,129,https://www.foxbusiness.com/lifestyle/family-restaurant-declines-coronavirus-relief-nyc
130,130,https://www.foxbusiness.com/lifestyle/chick-fil-a-wont-reopen-dining-rooms-yet
131,131,https://www.foxbusiness.com/markets/coronavirus-forces-hormel-foods-to-close-2-jennie-o-turkey-plants
132,132,https://www.foxbusiness.com/lifestyle/food-potatos-supermarket-coronavirus-pandemic
133,133,https://www.foxbusiness.com/sports/nfl-marques-colston-coronavirus-quarantine-routine
134,134,https://www.foxbusiness.com/sports/jerry-jones-nfl-draft-super-yacht
135,135,https://www.foxbusiness.com/sports/2020-nfl-draft-viewership-record-tv-ratings
136,136,https://www.foxbusiness.com/sports/nfl-draft-joe-burrow-bengals-marques-colston
137,137,https://www.foxbusiness.com/sports/2020-nfl-draft-betting-draftkings-jason-robins
138,138,https://www.foxbusiness.com/money/us-gdp-12-percent-deficit-3-trillion
139,139,https://www.foxbusiness.com/markets/coronavirus-ignites-surge-government-spending
140,140,https://www.foxbusiness.com/markets/us-stocks-april-24-2020
141,141,https://www.foxbusiness.com/markets/oil-harold-hamm-continental-resources-reportedly-shutting-production-bakken-shale
142,142,https://www.foxbusiness.com/markets/coronavirus-to-bite-stock-market-dividend-payouts
143,143,https://www.foxbusiness.com/technology/droneup-ups-testing-coronavirus-medical-supply-delivery
144,144,https://www.foxbusiness.com/sports/nba-microsoft-streaming-service-partnership
145,145,https://www.foxbusiness.com/technology/john-catsimatidis-clearview-ai-daughter
146,146,https://www.foxbusiness.com/technology/artificial-intelligence-disease-coronavirus
147,147,https://www.foxbusiness.com/politics/bloomberg-moves-past-presidential-defeat-with-virus-crusade
148,148,https://www.foxbusiness.com/politics/biden-enlists-ex-treasury-secretary-summers-as-campaign-advisor
149,149,https://www.foxbusiness.com/politics/former-treasury-secretary-summers-joins-biden-campaign-as-economic-advisor
150,150,https://www.foxbusiness.com/politics/before-coronavirus-hit-joe-biden-campaign-cash-march
151,151,https://www.foxbusiness.com/money/biden-depends-on-big-dollar-fundraisers-as-coronavirus-crisis-squeezes-finances-of-grassroots-donors
152,152,https://www.foxbusiness.com/markets/as-coronavirus-decimates-energy-industry-us-mulls-taking-stakes-in-companies-mnuchin
153,153,https://www.foxbusiness.com/markets/oil-harold-hamm-continental-resources-reportedly-shutting-production-bakken-shale
154,154,https://www.foxbusiness.com/markets/oils-plummet-to-negative-likely-not-manipulation-cftc
155,155,https://www.foxbusiness.com/lifestyle/coronavirus-to-hammer-used-car-values-edmunds
156,156,https://www.foxbusiness.com/markets/oil-price-middle-east-tension-output-cuts
157,157,https://www.foxbusiness.com/lifestyle/nashville-musicians-find-themselves-without-jobs-or-benefits
158,158,https://www.foxbusiness.com/lifestyle/travis-scott-fortnite-concert-what-to-know
159,159,https://www.foxbusiness.com/lifestyle/taylor-swift-doesnt-want-you-to-buy-her-new-album
160,160,https://www.foxbusiness.com/lifestyle/video-van-gogh-painting-stolen
161,161,https://www.foxbusiness.com/media/bon-jovi-cancels-2020-tour-coronavirus-refunds
162,162,https://www.foxnews.com/on-air/outnumbered-overtime/
163,163,https://www.foxnews.com/on-air/sunday-morning-futures/index.html
164,164,https://www.foxnews.com/on-air/the-next-revolution-with-steve-hilton/index.html
165,165,https:/playlist/on-air-sunday-morning-futures-with-maria-bartiromo/
166,166,https:/playlist/on-air-the-next-revolution-with-steve-hilton/
167,167,https://www.foxnews.com/on-air/outnumbered-overtime/
168,168,https://www.foxnews.com/on-air/sunday-morning-futures/index.html
169,169,https://www.foxnews.com/on-air/the-next-revolution-with-steve-hilton/index.html
170,170,https:/playlist/on-air-sunday-morning-futures-with-maria-bartiromo/
171,171,https:/playlist/on-air-the-next-revolution-with-steve-hilton/
172,172,https://www.foxbusiness.com/lifestyle/coronavirus-vulnerable-customers
173,173,https://www.foxbusiness.com/lifestyle/powerful-men-are-relying-on-botox-non-invasive-procedures
174,174,https://www.foxbusiness.com/money/us-gdp-12-percent-deficit-3-trillion
175,175,https://www.foxbusiness.com/money/coronavirus-impact-on-social-security
176,176,https://www.foxbusiness.com/markets/boeing-ends-its-deal-with-brazilian-jet-maker-embraer
177,177,https://www.foxbusiness.com/sports/coronavirus-stadiums-arenas
178,178,https://www.foxbusiness.com/lifestyle/kanye-west-billionaire
179,179,https://www.foxbusiness.com/money/charities-struggling-financially-coronavirus
180,180,https://www.foxbusiness.com/lifestyle/commercial-burglaries-coronavirus-shutdown-new-york-city
181,181,https://www.foxbusiness.com/lifestyle/nashville-musicians-find-themselves-without-jobs-or-benefits
182,182,https://www.foxbusiness.com/sports/nfl-marques-colston-coronavirus-quarantine-routine
183,183,https://www.foxbusiness.com/lifestyle/expensive-retirement-communities-cost-millions
184,184,https://www.foxbusiness.com/lifestyle/no-evidence-that-recovered-covid-19-patients-cannot-be-reinfected-w-h-o
185,185,https://www.foxbusiness.com/real-estate/what-you-can-get-for-1m-phoenix
186,186,https://www.foxbusiness.com/markets/trump-apples-tim-cook-sees-v-shaped-recovery
187,187,https://www.foxbusiness.com/money/irs-coronavirus-stimulus-get-my-payment-tool-getting-an-update
188,188,https://www.foxbusiness.com/markets/coronavirus-ignites-surge-government-spending
189,189,https://www.foxbusiness.com/personal-finance/coronavirus-stimulus-cash-states-received-most-money
190,190,https://www.foxbusiness.com/politics/bloomberg-moves-past-presidential-defeat-with-virus-crusade
191,191,https://www.foxbusiness.com/real-estate/reese-witherspoon-sells-17m-california-mansion
192,192,https://www.foxbusiness.com/lifestyle/despite-risks-auto-workers-step-up-to-make-medical-gear
193,193,https://www.foxbusiness.com/markets/as-coronavirus-decimates-energy-industry-us-mulls-taking-stakes-in-companies-mnuchin
194,194,https://www.foxbusiness.com/markets/citiadels-ken-griffin-makes-big-tesla-bet
195,195,https://www.foxbusiness.com/markets/scaramuccis-skybridge-redemption-requests-hedge-funds
196,196,https://www.foxbusiness.com/sports/2020-nfl-draft-betting-draftkings-jason-robins
197,197,https://www.foxbusiness.com/sports/nfl-draft-joe-burrow-bengals-marques-colston
198,198,https://www.foxbusiness.com/markets/coronavirus-forces-hormel-foods-to-close-2-jennie-o-turkey-plants
199,199,https://www.foxbusiness.com/sports/jerry-jones-nfl-draft-super-yacht
200,200,https://www.foxbusiness.com/personal-finance/coronavirus-ppp-loans-should-business-owners-update-their-applications
201,201,https://www.foxbusiness.com/markets/autonation-coronavirus-loan
202,202,https://www.foxbusiness.com/money/coronavirus-pandemic-could-hurt-low-wage-workers-the-most-study-finds
203,203,https://www.foxbusiness.com/markets/pandemic-could-fuel-demand-for-diaspora-bonds-says-world-bank
204,204,https://www.foxbusiness.com/lifestyle/columbia-university-pace-university-students-tuition-housing
205,205,https://www.foxbusiness.com/features/corporate-bankruptcies-likely-to-surge-as-states-request-federal-aid
206,206,https://www.foxbusiness.com/lifestyle/amazon-extending-pay-bump-to-workers-during-coronavirus
207,207,https://www.foxbusiness.com/lifestyle/gates-nataioanl-coronavirus-test-concerns
208,208,https://www.foxbusiness.com/technology/french-court-amazon-coronavirus-deliveries
209,209,https://www.foxbusiness.com/markets/disney-on-ice-workers-laid-off-coronavirus-pandemic
210,210,https://www.foxbusiness.com/lifestyle/ikea-visitors-returning-fast-in-china-germany
211,211,https://www.foxbusiness.com/money/luxury-hotel-owner-is-biggest-beneficiary-of-coronavirus-small-business-program-with-nearly-60m-in-aid
212,212,https://video.foxbusiness.com/v/6151989695001/?playlist_id=933116651001
213,213,https://video.foxbusiness.com/v/6151944147001/?playlist_id=933116651001
214,214,https://video.foxbusiness.com/v/6151951603001/?playlist_id=933116651001
215,215,https://video.foxbusiness.com/v/6151965363001/?playlist_id=933116651001
216,216,https://video.foxbusiness.com/v/6151922163001/?playlist_id=933116651001
217,217,https://www.foxbusiness.com/money/us-gdp-12-percent-deficit-3-trillion
218,218,https://www.foxbusiness.com/money/charities-struggling-financially-coronavirus
219,219,https://www.foxbusiness.com/money/coronavirus-impact-on-social-security
220,220,https://www.foxbusiness.com/money/irs-coronavirus-stimulus-get-my-payment-tool-getting-an-update
221,221,https://www.foxbusiness.com/money/coronavirus-pandemic-could-hurt-low-wage-workers-the-most-study-finds
222,222,https://www.foxbusiness.com/markets/disney-touts-giving-spirit-as-100000-workers-go-unpaid
223,223,https://www.foxbusiness.com/markets/boeing-ends-its-deal-with-brazilian-jet-maker-embraer
224,224,https://www.foxbusiness.com/markets/coronavirus-ignites-surge-government-spending
225,225,https://www.foxbusiness.com/markets/as-coronavirus-decimates-energy-industry-us-mulls-taking-stakes-in-companies-mnuchin
226,226,https://www.foxbusiness.com/markets/trump-apples-tim-cook-sees-v-shaped-recovery
227,227,https://www.foxbusiness.com/lifestyle/commercial-burglaries-coronavirus-shutdown-new-york-city
228,228,https://www.foxbusiness.com/lifestyle/kanye-west-billionaire
229,229,https://www.foxbusiness.com/lifestyle/powerful-men-are-relying-on-botox-non-invasive-procedures
230,230,https://www.foxbusiness.com/lifestyle/nashville-musicians-find-themselves-without-jobs-or-benefits
231,231,https://www.foxbusiness.com/lifestyle/despite-risks-auto-workers-step-up-to-make-medical-gear
232,232,https://www.foxbusiness.com/real-estate/what-you-can-get-for-1m-phoenix
233,233,https://www.foxbusiness.com/real-estate/reese-witherspoon-sells-17m-california-mansion
234,234,https://www.foxbusiness.com/real-estate/princes-former-mansion-hits-the-market-for-30m
235,235,https://www.foxbusiness.com/real-estate/new-home-sales-coronavirus-march
236,236,https://www.foxbusiness.com/real-estate/after-coronavirus-subsides-wealthy-hamptons-real-estate-market-poised-for-takeoff
237,237,https://www.foxbusiness.com/small-business/godaddy-slack-paypal-salesforce-small-business
238,238,https://www.foxbusiness.com/technology/french-court-amazon-coronavirus-deliveries
239,239,https://www.foxbusiness.com/technology/apple-apple-google-coronavirus-contact-tracing-updates
240,240,https://www.foxbusiness.com/technology/facebook-gets-rid-of-pseudoscience-ad-targeting-category
241,241,https://www.foxbusiness.com/technology/droneup-ups-testing-coronavirus-medical-supply-delivery
242,242,https://www.foxbusiness.com/technology/amazon-says-it-doesnt-use-sellers-data-after-wall-street-journal-story
243,243,https://www.foxbusiness.com/sports/nfl-marques-colston-coronavirus-quarantine-routine
244,244,https://www.foxbusiness.com/sports/coronavirus-stadiums-arenas
245,245,https://www.foxbusiness.com/sports/jerry-jones-nfl-draft-super-yacht
246,246,https://www.foxbusiness.com/sports/2020-nfl-draft-viewership-record-tv-ratings
247,247,https://www.foxbusiness.com/sports/nfl-draft-joe-burrow-bengals-marques-colston
248,248,https://www.foxbusiness.com/lifestyle/commercial-burglaries-coronavirus-shutdown-new-york-city
249,249,https://www.foxbusiness.com/lifestyle/california-restaurants-to-get-public-money-for-healthy-meals
250,250,https://www.foxbusiness.com/personal-finance/coronavirus-ppp-loans-should-business-owners-update-their-applications
251,251,https://www.foxbusiness.com/lifestyle/family-restaurant-declines-coronavirus-relief-nyc
252,252,https://www.foxbusiness.com/money/coronavirus-pandemic-could-hurt-low-wage-workers-the-most-study-finds
253,253,https://www.foxbusiness.com/markets/disney-touts-giving-spirit-as-100000-workers-go-unpaid
254,254,https://www.foxbusiness.com/money/coronavirus-impact-on-social-security
255,255,https://www.foxbusiness.com/personal-finance/coronavirus-stimulus-cash-states-received-most-money
256,256,https://www.foxbusiness.com/money/what-happens-debt-collections-credit-score
257,257,https://www.foxbusiness.com/money/how-negative-interest-rates-loan-savings
258,258,https://www.foxbusiness.com/real-estate/what-you-can-get-for-1m-phoenix
259,259,https://www.foxbusiness.com/real-estate/reese-witherspoon-sells-17m-california-mansion
260,260,https://www.foxbusiness.com/real-estate/princes-former-mansion-hits-the-market-for-30m
261,261,https://www.foxbusiness.com/lifestyle/florida-fisher-island-approved-ppp-loan-report
262,262,https://www.foxbusiness.com/real-estate/after-coronavirus-subsides-wealthy-hamptons-real-estate-market-poised-for-takeoff
263,263,https://www.foxbusiness.com/lifestyle/kanye-west-billionaire
264,264,https://www.foxbusiness.com/politics/bloomberg-moves-past-presidential-defeat-with-virus-crusade
265,265,https://www.foxbusiness.com/sports/jerry-jones-nfl-draft-super-yacht
266,266,https://www.foxbusiness.com/sports/nfl-draft-joe-burrow-bengals-marques-colston
267,267,https://www.foxbusiness.com/real-estate/reese-witherspoon-sells-17m-california-mansion
268,268,https://www.foxbusiness.com/technology/intel-coronavirus-relief-50m-donation-vaccine
269,269,https://www.foxbusiness.com/technology/sanitation-product-coronavirus-bacteria-phones-keys
270,270,https://www.foxbusiness.com/technology/apple-good-news-foxconn-chinese-factories-running
271,271,https://www.foxbusiness.com/markets/hp-rejects-xerox-takeover-offer
272,272,https://www.foxbusiness.com/technology/donotpay-app-robocalls-sue-anyone
273,273,https://www.foxbusiness.com/technology/alphabet-wing-drone-deliveries-coronavirus
274,274,https://www.foxbusiness.com/technology/intel-coronavirus-relief-50m-donation-vaccine
275,275,https://www.foxbusiness.com/technology/coronavirus-affirm-paper-money
276,276,https://www.foxbusiness.com/technology/coronavirus-working-from-home-hackers
277,277,https://www.foxbusiness.com/lifestyle/columbia-university-pace-university-students-tuition-housing
278,278,https://www.foxbusiness.com/lifestyle/university-michigan-legal-action-alleged-abuse
279,279,https://www.foxbusiness.com/lifestyle/columbia-university-coronavirus-stimulus-relief-money
280,280,https://www.foxbusiness.com/money/the-10-colleges-receiving-the-most-aid-from-the-cares-act
281,281,https://www.foxbusiness.com/money/5-uses-student-loans
282,282,https://www.foxbusiness.com/real-estate/what-you-can-get-for-1m-phoenix
283,283,https://www.foxbusiness.com/real-estate/new-home-sales-coronavirus-march
284,284,https://www.foxbusiness.com/real-estate/after-coronavirus-subsides-wealthy-hamptons-real-estate-market-poised-for-takeoff
285,285,https://www.foxbusiness.com/real-estate/coronavirus-causes-spike-in-march-mortgage-delinquency-rate-for-the-first-time-in-decades
286,286,https://www.foxbusiness.com/real-estate/virtual-auction-florida-home-listed-millions
287,287,https://www.foxbusiness.com/markets/hong-kong-protests-photos-from-the-front-lines-as-china-marks-its-70th-anniversary
288,288,https://www.foxbusiness.com/money/eric-trump-american-dream-alive-and-well
289,289,https://www.foxbusiness.com/money/judge-dismisses-high-tax-states-lawsuit-against-trump-tax-deduction-limits
290,290,https://www.foxbusiness.com/money/bernie-sanders-income-inequality-tax-plan-ceos
291,291,https://www.foxbusiness.com/money/rudy-giuliani-whistleblower-bribery-accusations-biden
292,292,https://www.foxbusiness.com/lifestyle/kanye-west-billionaire
293,293,https://www.foxbusiness.com/lifestyle/powerful-men-are-relying-on-botox-non-invasive-procedures
294,294,https://www.foxbusiness.com/sports/jerry-jones-nfl-draft-super-yacht
295,295,https://www.foxbusiness.com/markets/trump-apples-tim-cook-sees-v-shaped-recovery
296,296,https://www.foxbusiness.com/markets/citiadels-ken-griffin-makes-big-tesla-bet
297,297,https://www.foxbusiness.com/lifestyle/hotels-hit-hard-in-coronavirus-pandemic-losing-2b-in-weekly-wages
298,298,https://www.foxbusiness.com/lifestyle/subways-trump-coronavirus-new-york-city
299,299,https://www.foxbusiness.com/lifestyle/boeing-737-max-delay-coronavirus
300,300,https://www.foxbusiness.com/lifestyle/california-restaurants-to-get-public-money-for-healthy-meals
301,301,https://www.foxbusiness.com/lifestyle/family-restaurant-declines-coronavirus-relief-nyc
302,302,https://www.foxbusiness.com/lifestyle/chick-fil-a-wont-reopen-dining-rooms-yet
303,303,https://www.foxbusiness.com/markets/coronavirus-forces-hormel-foods-to-close-2-jennie-o-turkey-plants
304,304,https://www.foxbusiness.com/lifestyle/food-potatos-supermarket-coronavirus-pandemic
305,305,https://www.foxbusiness.com/sports/nfl-marques-colston-coronavirus-quarantine-routine
306,306,https://www.foxbusiness.com/sports/jerry-jones-nfl-draft-super-yacht
307,307,https://www.foxbusiness.com/sports/2020-nfl-draft-viewership-record-tv-ratings
308,308,https://www.foxbusiness.com/sports/nfl-draft-joe-burrow-bengals-marques-colston
309,309,https://www.foxbusiness.com/sports/2020-nfl-draft-betting-draftkings-jason-robins
310,310,https://www.foxbusiness.com/money/us-gdp-12-percent-deficit-3-trillion
311,311,https://www.foxbusiness.com/markets/coronavirus-ignites-surge-government-spending
312,312,https://www.foxbusiness.com/markets/us-stocks-april-24-2020
313,313,https://www.foxbusiness.com/markets/oil-harold-hamm-continental-resources-reportedly-shutting-production-bakken-shale
314,314,https://www.foxbusiness.com/markets/coronavirus-to-bite-stock-market-dividend-payouts
315,315,https://www.foxbusiness.com/technology/droneup-ups-testing-coronavirus-medical-supply-delivery
